rfp_title,biz_domain,detail_desc
데이터 이관 검증,데이터구축및이관,"○ 데이터 이관 시나리오 1~3단계까지 완전한 검증이 완료된 후 4단계(실제 이관)를 실시하여 데이터의 무결성을 보장
○ 제안사는 모든 데이터 이관 단계에 검증팀을 구성하여 현장 방문을 통한 검증을 실시
○ 검증팀은 다음과 같이 검증 실시
- 1~3단계 이관에 대한 검증은 일부 기관을 대상으로 육안 검증하여야 하며, 세부적인 사항은 협의하여 결정
- 데이터 검증은 이관의 각 단계에 생성되는 데이터 및 최종 목표 데이터가 매핑 규칙에 맞게 이행되었는지를 검증함은 물론, 목표 시스템에 적합하게 이관되었는지를 검증
- 이관된 데이터에 대해서는 변환된 값 자체를 기준으로 검증을 수행하며, 이관 데이터 검증 방법에 대해 사업의 특성을 고려한 구체적인 방안을 제시
○ 이관 데이터 검증 및 응용SW 기능의 정상 작동 여부 검증 등의 방안을 제시
○ 데이터 검증을 위한 데이터 단순 검증, 로그 검증, 일괄 검증, 프로그램 검증, 업무 규칙, 무결성 검증 등의 검증을 설계
○ 무결성이 훼손된 데이터를 검증하여 추출
- 테이블 간 key 불일치 여부 검증
- 모든 컬럼에 대한 비정상 데이터(비정상 코드, garbage 등) 검증
- 논리적·물리적(테이블 수, 레코드 수, 파일 수, 파일 크기 등) 불일치 검증
- 성능 향상을 위해 중복 설계한 컬럼값에 대한 일치 여부 검증 등"
모니터링 및 안정화,데이터구축및이관,○ 전체 데이터 이관 상황을 모니터링할 수 있는 방안을 제시
모니터링 및 안정화,데이터구축및이관,"○ 기존 시스템의 데이터 이관 후 검색 및 로딩속도 향상 및 검증 
- 정보 검증 및 지속적 모니터링을 통해 데이터 정합성 점검 
- 개발기간 중 매월 성능 하위 50개 SQL 쿼리 성능 최적화를 위한 튜닝 실시 및 결과내역 제출 
- DB 세부항목에 대한 정합성 심층분석 및 정제를 통해 정합성 규칙 작성, 데이터 분석, 정제, 관리 및 개선방안을 도출"
모니터링 및 안정화,데이터구축및이관,"○ 오류 데이터 정제 실시 
- 데이터 코드/타입 변환 및 정제 
- 데이터 정제 후 변경 영향도 분석 
- 데이터 정제 현황 계량화(지표)하여 관리(데이터 정제, 오류 개선 건수) 
- 데이터 품질오류에 대한 원인분석을 실시하고 개선방안을 수립"
모니터링 및 안정화,데이터구축및이관,○ 안정화 단계에서 발견된 오류에 대한 추가이관 및 정보변경 지원(안정화 지원) 방안을 제시
모니터링 및 안정화,데이터구축및이관,"○ 데이터 이관 후 안정화 작업을 지원하며, 오류 발생 시 재이관·보정 이관 등의 대책 수립"
데이터 백업ㆍ복구,데이터구축및이관,"○ 데이터 파손·변질·분실 등에 대비하기 위해 백업 기능을 구현 
- 백업 대상, 주기, 방식은 감사원과 협의하여 결정 
- 정보 누락 및 지속적인 모니터를 통해 데이터 정합성을 점검"
데이터 백업ㆍ복구,데이터구축및이관,"○ 데이터 파손_변질_분실 등에 대비하기 위해 백업 기능을 구현할 수 있도록 지원
- 백업 대상, 주기, 방식은 감사원 및 국가정보자원관리원과 협의하여 결정"
데이터 백업ㆍ복구,데이터구축및이관,"○ 구축되는 시스템은 대량 데이터 업로드 및 데이터 복구를 관리
- 백업된 데이터를 바탕으로 데이터가 복구될 수 있도록 관리"
데이터 백업ㆍ복구,데이터구축및이관,○ 시스템은 보안사고 발생으로 데이터 위·변조나 손실 또는 장애가 발생하면 12시간 이내에 데이터를 복구
데이터세트 관리기준표 작성,데이터구축및이관,"○ _공공기록물 관리에 관한 법률_에 따른 기록물 관리기능 제공
○ 데이터세트 관리기준표 작성방법
- 기록관리를 위한 핵심항목을 도출하기 위해, 관리정보, 법규정보, 시스템정보, 데이터정보, 업무정보, 기록관리정보 6개 영역 37개 항목으로 구성되며 부가정보는 필요에 따라 추가로 작성하여 관리되어야 함
* 기본적으로 모든 항목의 정보를 작성하되, 옵션으로 구분된 항목은 관리기준에 따라 일부 상이할 수 있음
* 관리기준표 작성 관련 구체적인 사항은 감사원과 협의하여 진행
- 업무정보와 기록관리정보는 단위기능별로 1:1 생성(하나의 단위기능에 업무정보, 기록관리정보 1개씩)

<행정정보데이터세트 관리기준표 양식>
RFP 120P 참조"
장비도입 공통 요구사항,PMO/QC,"○ 제안업체는 규격 및 성능을 원칙적으로 준수하여 제안 (단, 명시된 규격보다 기능 및 성능이 우수한 제품을 제안할 수 있음)
○ 제안제품의 설치 및 테스트 시 속도저하, 장애발생, 보안 취약점 발견, 기능 미비 등으로 사용에 중대한 결함이 있다고 판단될 경우 제안제품을 교체 또는 대체, 증설, 보완을 요구할 수 있으며 이에 따른 제반 비용은 제안사가 부담
○ 하드웨어 요구사항에 별도 명시되어 있지 않더라도, 시스템의 정상 동작을 위한 필수적인 부품은 기본 장착
○ 도입되는 장비에 대한 제조사 정품 확인을 위하여, 입찰 시 제조사 기술지원 확약서, 물품공급 확약서 등 공인 자료를 제출
○ 신규 도입하는 장비(HW, SW)가 기존 설치·사용중인 장비에서 변경되는 경우 기존데이터와 호환에 문제가 없어야 함
○ 모든 SW(OS 포함)는 영구 라이선스 제안을 원칙으로 함
- 영구 라이선스 제공이 부득이하게 불가피한 경우에는 감사원과 협의 후 변경하여 납품
- 소프트웨어 라이선스가 구독(Subscription) 방식의 경우, 유료 기술지원을 위한 구독 라이선스는 최소 3년 이상으로 제안"
전자팩스 및 소스형상관리,PMO/QC,"○ 도입 물품 사양 및 수량
- RFP 122P 참조

설치 대상 서버명,설치 대상 서버 규격,수량,설치 위치,발주처
전자 Fax 서버, ""x86 Server
CPU 8 Core, RAM 16GB, Disk 1.2Tb"",1,감사원,감사원,
소스 형상관리 서버, ""x86 Server
CPU 8 Core, RAM 32 GB, Disk 480 GB"", 1,감사원,감사원
* 필요 시 팩스 보드 포함
○ 기술지원 가능한 상용 OS를 포함하여 제안
○ 감사원 요건에 따른 소프트웨어 설치, 구성 및 커스터마이징 등 구축 작업 수행"
Web Server SW 사양,PMO/QC,"○ 차세대 OASYS 시스템의 신규 서버에 설치될 Web Server SW 구매
○ 도입 물품 사양 및 수량

설치 대상 서버명,설치 대상 서버 규격,수량,설치 위치,발주처
의사진행 Web/WAS 서버,""x86 Server
CPU 8 Core, 32GB, 480GB"",2,감사원,감사원

○ 감사원 요건에 따른 소프트웨어 설치, 구성 및 커스터마이징 등 구축 작업 수행"
WAS SW 사양,PMO/QC,"○ 차세대 OASYS 시스템의 신규 서버에 설치될 WAS SW 구매
○ 도입 물품 사양 및 수량

설치 대상 서버명,설치 대상 서버 규격,수량,설치 위치,발주처,
의사진행 Web/WAS 서버,""x86 Server
CPU 8 Core, RAM 32 GB, Disk 480 GB"",2,감사원,감사원

○ 감사원 요건에 따른 소프트웨어 설치, 구성 및 커스터마이징 등 구축 작업 수행"
DBMS 사양,PMO/QC,"○ 차세대 OASYS 시스템 DB 서버에 설치되어 데이터베이스 운영을 수행하는 DBMS 소프트웨어를 제안
- DBMS 소프트웨어는 안정성이 보장되는 최신 버전으로 제안
○ 도입 물품 사양 및 수량
- DBMS 이중화 솔루션: 4 식

설치 대상 서버명,품명,설치 대상 서버 규격,수량,설치 위치,발주처
의사진행 DB 서버,DBMS,""x86 Server
CPU 8 Core, RAM 32 GB, Disk 480 GB"",2,감사원,감사원
의사진행 DB 서버,DBMS 이중화,""x86 Server
CPU 8 Core, RAM 32 GB, Disk 480 GB"",2,감사원,감사원

- DBMS 이중화 솔루션은 이중화 구성된 차세대 통합 DB 서버, 의사진행 DB 서버에 설치되어 DBMS 장애 시 Fail-Over 처리 등 기능 제공
○ 감사원 요건에 따른 소프트웨어 설치, 구성 및 커스터마이징 등 구축 작업 수행"
통합 계정/권한 관리 솔루션 사양,PMO/QC,"○ 차세대 OASYS 시스템 내 사용자 계정 관리, 애플리케이션별 사용 권한 관리 요건을 충족하는 소프트웨어를 제안
○ 도입 물품 사양 및 수량
- 통합계정관리 SW Manager SW 1식(1,500 User), 서버 라이선스 15식
- 통합권한관리 SW (사용자 라이선스 1,500식), 서버 라이선스 2식(원내행정, 전자감사)
☞ 대량 메일 서버는 공공감사시스템 서버 공동 활용

RFP 124P 참조
○ 감사원 요건에 따른 소프트웨어 설치, 구성 및 커스터마이징 등 구축 작업 수행
<통합 계정/권한 관리 솔루션 기능 요건>
○ 통합 계정 관리를 위한 기능 제공
- 관리자/사용자 PC에 별도 설치 없이 사용 및 관리가 용이한 웹 관리 화면 기능
- 동적 그룹에 프로비저닝(Provisioning) 권한 할당 및 관리 기능
- 조직정보, 파견정보, 사용자 정보, 계정정보에 대한 통합관리 기능
- 예약 작업에 대한 비동기 작업 기능 제공
- 웹 기반 관리 툴 제공
- 조직 정보 관리 기능
- 비밀번호 단방향 암호화 전송 기능
- 조직 및 사용자 정보를 다양한 미디어에 저장 기능 (LDAP, Database)
- 관리자 위임 기능 (조직 관리자)
- 역할(Role) 기반 및 승인 기능으로 접근 서비스 제어
- 다양한 형태의 서비스 지원 (API, URL, Web Service 등)
- 조직, 사용자 정보 변경 이력 관리 기능
○ 통합 권한 관리를 위한 기능 제공
- 애플리케이션 화면별 접속/조회/처리/다운로드/출력 등 세부 권한 제어 
- 역할(Role) 변경 발생 시 실시간 반영 기능
- 개인별, 업무별, 직급/직군별, 팀/부서별, 본원/지역/연락사무소별 등 역할을 구분하여 부여하는 기능
- 부여된 권한(화면별)은 일정 기간 미사용 시 자동 회수 처리 기능
- 권한 부여 현황 및 처리에 대한 실시간 모니터링 기능
- 권한 부여 관련 내역에 대한 로그 보관 기능
○ 권한 신청 포털을 제공
○ 패스워드 변경 및 초기화 API 제공
○ 통합 계정/권한 관리 시스템 장애 시에도 업무 시스템의 독립적 동작이 가능한 환경을 구축
○ 인사 시스템 데이터의 동기화 기능 제공
- 복수 인사 시스템 데이터 동기화 기능
- 조직 정보, 사용자 정보 등 동기화 항목 설정 및 속성 설정 기능
- 인사 시스템 동기화 이력 관리 기능
- 동기화 오류 로그 확인 및 재수행 기능
○ 대상 업무 시스템 연계 기능 제공
- Legacy 업무 시스템에 대한 계정 라이프사이클 관리 기능
- 조직정보, 파견정보, 사용자 정보, 계정정보, 권한 정보 등 데이터 전달(Provisioning) 및 회수(De-provisioning) 기능
- 인사 발령, 조직 개편, 직무 변경, 관리자의 관리 행위에 따라 대상 업무 시스템에 계정 및 권한 정보 전달 및 회수 기능
- 연계 시 오류에 대한 통지 및 재수행 기능
- 다양한 패키지(Package) 제품의 연계 Adapter 지원
- Active Directory에 대한 조직 및 사용자 정보 관리 기능
- 그룹웨어의 조직 및 사용자 정보 관리 기능"
의사진행 시스템 장비 사양,PMO/QC,"○ 도입 물품 사양 및 수량
- x86 Server: 4 식

품명,규격,수량,설치 위치,발주처
의사진행 Web/WAS 서버,""x86 Server
CPU 8 Core, RAM 32 GB, Disk 480 GB"",2,감사원,감사원
의사진행 DB 서버,""x86 Server
CPU 8 Core, RAM 32 GB, Disk 480 GB"",2,감사원,감사원

- 의사진행 스토리지 1식: SAN 17.6 TB SSD, RAID 6
○ 각 서버에는 기술지원 가능한 상용 OS를 포함하여 제안
○ 감사원 요건에 따른 HW 설치 및 구성 작업 등 구축 작업 수행"
DB 암호화 솔루션 사양,PMO/QC,"○ 차세대 OASYS 시스템의 DB 서버내 개인정보, 민감정보 등 정의된 데이터 칼럼에 대한 암호화 요건을 충족하는 소프트웨어를 제안
○ 도입 물품 사양 및 수량
- DB 암호화 관리자 SW (암호화 키 관리): 2 식
- DB 암호화 SW: 5 식

RFP 126P 참조 
○ 감사원 요건에 따른 소프트웨어 설치, 구성 및 커스터마이징 등 구축 작업 수행
<DB 암호화 솔루션 기능 요건>
○ DB Table의 컬럼 단위 암·복호화 기능 제공
- 선택적인 컬럼별 단위 주요 정보 암·복호화 기능
- 다양한 DataType에 대한 암호화 지원 (CHAR, VARCHAR, VARCHAR2, DATA, INT, FLOAT, LONG, RAW, CLOB, BLOB 등)
- 제약조건 적용 컬럼 암호화 지원 (PK, FK, Default, Unique, Not Null)
○ 다양한 암호 알고리즘을 지원
- ARIA, SEED, SHA-256, AES 등
○ DB 서버와 업무 서버 간 통신 구간 암호 통신(기밀성) 기능 제공
○ 동일 평문에 대한 유추 해석 방지 기능 제공
○ Log 파일, 전문 파일 등 비정형 데이터(파일) 암호화를 지원
○ DB 암호화를 위한 다양한 구성 방식을 제공
- API 방식, Plug-In 방식, Hybrid 방식, Filter 방식 등
○ 다양한 프로그래밍 언어의 암·복호화 API 라이브러리를 지원 (Java, JSP, C++, Pro*C)
○ 암호키 관리시스템에서 암호키의 안전한 생성 및 관리 기능 제공
- 암호키 관리 시스템 사용자 권한 관리 기능
- 인가된 사용자에게만 암호키 관리 시스템 접근 허용 기능 (사용자, 접속자 IP 주소)
- 온라인으로 암호키 및 정책을 관리하는 경우 통신구간 암호화 기능
- 암호키 관리 기능 장애 시 암·복호화 기능의 정상 동작 지원
- 암호키, 보안정책 백업 및 복구 기능
○ 암호화 대상 데이터 접근 등에 대한 보안감사 로그 관리 기능 제공
- 암호화 대상 데이터 접근에 대한 보안 감사 로그 기능
- 암호키 관리 시스템의 암호키 및 보안 정책 관리에 대한 보안 감사 로그 기능
- 보안 감사 로그의 조건별 검색 기능
- 보안 감사 로그의 설정 및 주기별 통계자료 생성 기능
- 미인가 사용자의 감사 로그 접근통제 기능
- 감사 로그 디스크 사용량 임계치 알림 및 주기적 백업 기능
○ 미인가 사용자의 암호화 데이터 조회 시, 마스킹 처리 기능 제공
○ 암·복호화 중 장애 발생 시, 원본 데이터로 복구하는 기능 제공
○ 암호화 적용 후 암호화 컬럼에 대한 암호화 전수 검사 지원 기능 제공"
